pages,title,journal,doi,year,authors,index,volume,issue,type,filename
nan,,,,2024.0,"['roylem.', 'boisvertd.', 'armstrongt.', 'wellsj.', 'lewisr.']",71288,,,Journal Publication,71288.json
nan,,,,2023.0,"['growettebostaphl.m.', 'kingl.l.', 'gillespiel.k.', 'wellsj.']",71296,,,Presentation,71296.json
nan,,,,2023.0,"['kingl.l.', 'growettebostaphl.m.', 'gillespiel.k.', 'wellsj.']",71307,,,Presentation,71307.json
nan,,,,2021.0,"['growettebostaphl.m.', 'kingl.', 'gillespiel.k.', 'wellsj.', 'jeffriesr.']",71299,,,Presentation,71299.json
nan,,,,2023.0,"['kingl.l.', 'growettebostaphl.m.', 'gillespiel.k.', 'wellsj.']",71304,,,Presentation,71304.json
nan,,,,2023.0,"['kingl.l.', 'growettebostaphl.m.', 'gillespiel.k.', 'wellsj.']",71305,,,Presentation,71305.json
nan,victims with disabilities: idaho service provider survey,idaho council on developmental disabilities,,2023.0,"['kingl.l.', 'growettebostaphl.m.', 'gillespiel.k.', 'wellsj.']",71302,,,Other Works,71302.json
nan,,,,2023.0,"['kingl.l.', 'growettebostaphl.m.', 'gillespiel.k.', 'wellsj.']",71306,,,Presentation,71306.json
nan,victims with disabilities: idaho service provider survey,idaho council on developmental disabilities,,2023.0,"['kingl.l.', 'growettebostaphl.m.', 'gillespiel.k.', 'wellsj.']",71301,,,Other Works,71301.json
nan,,,,2024.0,"['talleyj.l.', 'paulsenk.e.', 'fryv.r.', 'schneiderj.']",71314,,,Journal Publication,71314.json
nan,,,,2024.0,"['fowlern.l.', 'schneiderj.']",71312,,,Journal Publication,71312.json
nan,,,,2024.0,"['lingwallj.', 'parks.e.']",71319,113,,Journal Publication,71319.json
nan,,,,2023.0,['hampikiang.'],71344,,,Media Contribution,71344.json
nan,,,,2023.0,"['kingl.l.', 'growettebostaphl.m.', 'gillespiel.k.', 'wellsj.']",71308,,,Presentation,71308.json
nan,,,,2023.0,['hampikiang.'],71349,,,Artistic Works and Performances,71349.json
nan,,,,2024.0,"['jeber.', 'parks.e.']",71320,50,,Journal Publication,71320.json
nan,,,,2018.0,"['jorgensenc.', 'wellsj.']",71300,,,Journal Publication,71300.json
nan,,,,2024.0,['hampikiang.'],71352,,,Media Contribution,71352.json
nan,,,10.1080/00938150490447466,2004.0,['zikerj.p.'],7132,33,,Journal Publication,7132.json
nan,,,,2023.0,['hampikiang.'],71356,,,Media Contribution,71356.json
nan,,,,2023.0,['hampikiang.'],71351,,,Media Contribution,71351.json
nan,,,,2004.0,['yenors.e.'],7131,31,,Journal Publication,7131.json
nan,,,,2023.0,['hampikiang.'],71355,,,Presentation,71355.json
nan,,,,2023.0,['hampikiang.'],71364,,,Presentation,71364.json
nan,,,,2024.0,['hampikiang.'],71346,,,Media Contribution,71346.json
nan,,,,2023.0,['hampikiang.'],71353,,,Media Contribution,71353.json
nan,,,,2023.0,['hampikiang.'],71343,,,Media Contribution,71343.json
nan,,,,2023.0,['hampikiang.'],71362,,,Presentation,71362.json
nan,,,,2023.0,['hampikiang.'],71357,,,Media Contribution,71357.json
nan,,,,2023.0,['hampikiang.'],71359,,,Conference Proceeding,71359.json
nan,,,,2023.0,['hampikiang.'],71358,,,Presentation,71358.json
nan,,degruyter mouton,10.1515/9783110730951-015,2024.0,['thornest.j.'],71366,1,1,Chapter,71366.json
nan,,,,2024.0,['hampikiang.'],71354,,,Media Contribution,71354.json
nan,,,10.1016/j.biopha.2023.115997,2024.0,"['alin.', 'wolfc.', 'kanchans.', 'veerabhadraiahs.r.', 'bondl.', 'turnerm.w.', 'jorcykc.l.', 'hampikiang.']",71384,170,,Journal Publication,71384.json
nan,,,,2024.0,"['schneiderj.', 'fowlern.l.']",71313,,,Journal Publication,71313.json
nan,,,,2023.0,['hampikiang.'],71361,,,Media Contribution,71361.json
nan,,,,2023.0,['hampikiang.'],71363,,,Presentation,71363.json
nan,,,,2024.0,['huntc.r.'],71311,,,Media Contribution,71311.json
nan,,,,,['hampikiang.'],71387,,,Poster Presentation,71387.json
nan,,,,2023.0,['kimb.i.'],71375,,,Presentation,71375.json
nan,,,,,['hampikiang.'],71400,,,Poster Presentation,71400.json
nan,,,10.1016/j.scitotenv.2023.167742,2024.0,"['kanchans.', 'ogdene.', 'kesherim.', 'skinnera.', 'milikene.', 'lymand.', 'armstrongj.', 'sciglitanol.', 'hampikiang.']",71385,907,,Journal Publication,71385.json
nan,the politics of soft hindutva,palgrave macmillan,,2023.0,['damlea.'],71394,,,Book,71394.json
nan,,,,,['hampikiang.'],71360,,,Presentation,71360.json
nan,,degruyter mouton,10.1515/9783110600926,2023.0,['thornest.j.'],71365,1,first,Chapter,71365.json
nan,college of arts and sciences strategic enrollment &amp; retention plan,,,2023.0,['iezzic.'],71367,,,Other Works,71367.json
nan,,,,2023.0,['hampikiang.'],71397,,,Poster Presentation,71397.json
nan,,,,2024.0,"['gattikert.f.', 'landa.', 'castelm.j.']",71444,,,Journal Publication,71444.json
nan,,,,2023.0,['fragkiasm.'],71478,,,Presentation,71478.json
nan,lessons from applying anthropology at boise state university,national association for the practice of anthropology,,2022.0,"['housek.v.', 'zikerj.p.', 'snopkowskik.', 'andersonc.', 'volsches.l.']",71516,,,Other Works,71516.json
nan,,,,2024.0,['hampikiang.'],71396,,,Journal Publication,71396.json
nan,,,,2023.0,"['hahnr.', 'hahnr.', 'gattikert.', 'landa.']",71441,,,Journal Publication,71441.json
nan,,,,2023.0,['hampikiang.'],71393,,,Poster Presentation,71393.json
nan,to be determined,,,2026.0,['damlea.'],71395,,,Book,71395.json
nan,,,,2023.0,"['boonec.g.', 'fragkiasm.']",71475,,,Journal Publication,71475.json
nan,,,,2024.0,"['kroesj.r.', 'manikasa.', 'baigm.', 'landa.']",71445,,,Journal Publication,71445.json
nan,,,,,['hampikiang.'],71398,,,Poster Presentation,71398.json
nan,,,,2024.0,"['landa.', 'kroesph.d.j.r.', 'manikasa.', 'kleinf.b.']",71443,,,Journal Publication,71443.json
nan,,,,2024.0,"['pagea.e.', 'ringene.j.', 'kosterj.', 'mulderm.b.', 'kramerk.', 'shenkm.k.', 'stieglitzj.', 'starkweatherk.', 'zikerj.p.', 'boyettea.h.', 'colleranh.', 'moyac.', 'duj.', 'mattisons.m.', 'greavesr.', 'sumc.', 'liur.', 'lew-levys.', 'ntamboudilaf.k.', 'pralls.', 'townerm.c.', 'blumenfieldt.', 'miglianoa.b.', 'major-smithd.', 'dyblem.', 'salalig.d.', 'chaudharyn.', 'derkxi.e.', 'rossc.t.', 'scelzab.a.', 'gurvenm.d.', 'winterhalderb.p.', 'cortezc.', 'pacheco-cobosl.', 'schachtr.', 'macfarlans.j.', 'leonettid.', 'frenchj.c.', 'alamn.', 'zohoraf.', 'kaplanh.s.', 'hooperp.l.', 'searr.']",71573,121,,Journal Publication,71573.json
nan,,,,,['hampikiang.'],71386,,,Presentation,71386.json
nan,,academy of business and public administration disciplines,issn 2327-0845,2023.0,"['stephensj.a.', 'kaupinsg.']",71613,"Volume 10, Number 1",,Journal Publication,71613.json
nan,,,doi-org.libproxy.boisestate.edu/10.1080/10528008.2023.2226124,2023.0,"['braigb.', 'witth.']",71608,,,Journal Publication,71608.json
nan,,,,2024.0,"['smitha.r.', 'crowleys.', 'campbellc.g.']",71570,,,Journal Publication,71570.json
nan,,,,2023.0,"['gattikert.f.', 'landa.', 'castelm.j.']",71440,,,Presentation,71440.json
nan,,,,2023.0,"['hahnr.', 'hahnr.', 'gattikert.', 'landa.']",71442,,,Journal Publication,71442.json
nan,,,,2024.0,['huntc.r.'],71654,,,Media Contribution,71654.json
nan,,,,2024.0,['huntc.r.'],71668,,,Media Contribution,71668.json
nan,,,,2024.0,['huntc.r.'],71655,,,Media Contribution,71655.json
nan,,,,2024.0,['huntc.r.'],71584,,,Media Contribution,71584.json
nan,,,,2023.0,['moneyhunc.a.'],71792,,,Artistic Works and Performances,71792.json
nan,&lt;span style=&quot;font-size:12pt;font-style:italic;&quot;&gt;generalist social work practice: a competency-based approach&lt;/span&gt;&lt;span style=&quot;font-size:12pt;&quot;&gt; &lt;/span&gt;,springer,,2024.0,"['poulinj.', 'mathiss.', 'witth.']",71610,,2,Book,71610.json
nan,,,,2023.0,['moneyhunc.a.'],71791,,,Presentation,71791.json
nan,,,,2010.0,['nerij.'],7170,,,Artistic Works and Performances,7170.json
nan,,,,,"['crowleys.', 'mullnerp.']",71915,,,Presentation,71915.json
nan,,,,2025.0,"['scheepersm.', 'pattersonc.']",71607,,,Journal Publication,71607.json
nan,,marine corps university press,,2024.0,['bradyl.m.'],71919,,,Chapter,71919.json
nan,,,,2024.0,"['fowlern.l.', 'schneiderj.']",71788,,,Media Contribution,71788.json
nan,,,,,['crowleys.'],71914,,,Presentation,71914.json
nan,,,,2024.0,"['goldblatthyatte.', 'younesm.', 'witth.']",71609,,,Journal Publication,71609.json
nan,,,,,"['crowleys.', 'markerk.']",71916,,,Poster Presentation,71916.json
nan,,,,,"['crowleys.', 'talleyj.l.', 'ferriere.']",71913,,,Presentation,71913.json
nan,,,,,"['crowleys.', 'lundk.', 'laursenb.', ""o'rourkem.""]",71912,,,Poster Presentation,71912.json
nan,,,,2012.0,"['furlongk.m.', 'nerij.']",7198,,,Artistic Works and Performances,7198.json
nan,,,,2024.0,['huntc.r.'],72117,,,Media Contribution,72117.json
nan,,,,2024.0,['huntc.r.'],72168,,,Media Contribution,72168.json
nan,,university of denver,,2023.0,['moneyhunc.a.'],71790,57,,Journal Publication,71790.json
nan,bruixa de dol/witch in mourning by maria-merce marcal,francis boutle,,2023.0,['moneyhunc.a.'],71789,,,Book,71789.json
nan,,,,2023.0,['bradyl.m.'],71918,40,,Journal Publication,71918.json
nan,,,,2023.0,"['crowleys.', 'mullnerp.']",72019,,,Presentation,72019.json
nan,,,,2024.0,['huntc.r.'],72432,,,Media Contribution,72432.json
nan,,,,2022.0,"['blackg.a.', 'shropshired.', 'araujok.m.', 'vanheeka.']",72074,,,Journal Publication,72074.json
nan,,,,2012.0,"['nerij.', 'furlongk.m.']",7169,,,Artistic Works and Performances,7169.json
nan,,,,2024.0,"['campbellc.g.', 'babiki.', 'crowleys.j.']",72018,,,Journal Publication,72018.json
nan,,,,2024.0,"['kurtz-shawg.', 'tobiasona.j.', 'daniellew.']",72239,,,Presentation,72239.json
nan,,,,2025.0,['mcclainl.'],72466,,,Journal Publication,72466.json
nan,,,,2025.0,"['jacksona.p.', 'crowleys.', 'gonnermanc.']",72020,,,Journal Publication,72020.json
nan,native american language grant annual progress report,,,2023.0,['iezzic.'],72304,,,Other Works,72304.json
nan,,,,2024.0,"['smitha.r.', 'crowleys.', 'campbellc.g.']",72021,,,Journal Publication,72021.json
nan,,,,2024.0,"['caveyl.o.', 'barcom.']",72572,,,Presentation,72572.json
nan,,,,2023.0,"['purdyc.a.', 'molumbyn.l.', 'buiez.c.', 'beckerr.n.']",72301,,,Artistic Works and Performances,72301.json
nan,native american language grant progress report,,,2023.0,['iezzic.'],72303,,,Other Works,72303.json
nan,,,,2024.0,['mcclainl.'],72465,,,Media Contribution,72465.json
nan,,,10.1029/2023ef004157,2024.0,"['ivanovv.y.', 'ungarp.s.', 'zikerj.p.', 'abdulmanovas.', 'celisg.', 'dixona.', 'ehrichd.', 'fufachevi.', 'gilgo.', 'heskelm.', 'liud.', 'macias-fauriam.', 'mazepav.', 'mertensk.', 'orekhovp.', 'petersona.', 'pokrovskayao.', 'sheshukova.', 'sokolova.', 'sokolovan.', 'spiegelm.', 'sponheimerm.', 'stammlerf.', 'taylort.', 'terekhinaa.', 'valdayskikhv.', 'volkovitskiya.', 'wangj.', 'zhouw.']",72531,12,,Journal Publication,72531.json
nan,,,,2024.0,['huntc.r.'],72960,,,Media Contribution,72960.json
nan,,,,2024.0,['huntc.r.'],73488,,,Media Contribution,73488.json
nan,,,,2024.0,['huntc.r.'],73291,,,Media Contribution,73291.json
nan,,,,2024.0,['huntc.r.'],72894,,,Media Contribution,72894.json
nan,,,,2024.0,['bradyl.m.'],73261,,,Presentation,73261.json
nan,,,,2025.0,['hillardt.j.'],72729,1,,Journal Publication,72729.json
nan,,,,2024.0,"['zikerj.p.', 'housek.v.', 'failsj.a.', 'boyerj.', 'wendellm.']",73059,,,Presentation,73059.json
nan,project shine grant award final report - december 2023,,,2023.0,['iezzic.'],72302,,,Other Works,72302.json
nan,,,,2024.0,['huntc.r.'],73257,,,Media Contribution,73257.json
nan,,,,2024.0,['bradyl.m.'],73260,,,Presentation,73260.json
nan,,,,2024.0,"['gattikert.f.', 'landa.', 'castelm.j.']",73026,,,Journal Publication,73026.json
nan,,,,2024.0,"['mcclainl.', 'hetheringtonm.']",73752,,,Media Contribution,73752.json
nan,,,,2024.0,"['campbellc.g.', 'babiki.', 'crowleys.j.']",74249,,,Journal Publication,74249.json
nan,,nova science publishers,,2024.0,"['chaliawalak.s.', 'kingk.a.', 'vidourekr.a.']",74111,45,,Chapter,74111.json
nan,,,,2024.0,['huntc.r.'],73389,,,Media Contribution,73389.json
nan,&lt;p&gt;cultural crossroads of sexual health: insights from international students&lt;/p&gt;,nova science publishers,,2024.0,"['chaliawalak.s.', 'vidourekr.a.', 'kingk.a.']",74415,,,Book,74415.json
nan,,,,,"['crowleys.', 'mullnerp.']",74250,,,Presentation,74250.json
nan,,,10.1080/02697459.2023.2178704,2023.0,"['ashleya.j.', 'lohc.', 'durhaml.l.', 'williamsa.']",73324,,,Journal Publication,73324.json
nan,,,,,['zikerj.p.'],73290,,,Presentation,73290.json
nan,,,,2025.0,['shepherdd.'],74022,,,Presentation,74022.json
nan,,,,2021.0,"['growettebostaphl.m.', 'kingl.', 'gillespiel.k.', 'wellsj.', 'jeffriesr.']",74511,,,Presentation,74511.json
nan,,,,2020.0,"['kingl.', 'growettebostaphl.m.', 'gillespiel.k.', 'wellsj.', 'jeffriesr.']",74514,,,Presentation,74514.json
nan,,,,2024.0,['mcclainl.'],73753,37,,Media Contribution,73753.json
nan,,oxford university press,,2024.0,['zikerj.p.'],74579,,,Chapter,74579.json
nan,,,,2024.0,"['huanx.', 'ivanovv.y.', 'dominguezf.', 'zikerj.p.', 'banovicn.', 'gonzalezr.', 'jewettb.f.', 'chengc.', 'tranv.', 'prabhudesais.', 'putrid.', 'grayk.', 'raths.', 'mastersonr.', 'whitakers.']",74653,,,Presentation,74653.json
nan,,,,2021.0,"['growettebostaphl.m.', 'kingl.', 'gillespiel.k.', 'wellsj.', 'jeffriesr.']",74512,,,Presentation,74512.json
nan,,,,2023.0,"['ashleya.j.', 'durhaml.l.', 'ryberg-websters.', 'jae-crismanj.', 'rubertod.', 'louyak.']",73323,,,Conference Proceeding,73323.json
nan,,,,2024.0,['huntc.r.'],74711,,,Media Contribution,74711.json
nan,,ieee,,2024.0,"['korena.', 'underwoodc.', 'serrae.', 'spezzanof.']",74610,,,Conference Proceeding,74610.json
nan,,,,2021.0,"['kingl.', 'growettebostaphl.m.', 'gillespiel.k.', 'wellsj.']",74513,,,Presentation,74513.json
nan,,,,2024.0,['huntc.r.'],74714,,,Media Contribution,74714.json
nan,,,10.23860/dignity.2024.09.02.06,2024.0,"['chaliawalak.s.', 'vidourekr.a.', 'kingk.a.']",74414,9,,Journal Publication,74414.json
nan,,acm,,2024.0,[],74612,,,Conference Proceeding,74612.json
nan,,,,2024.0,['huntc.r.'],74710,,,Media Contribution,74710.json
nan,,,10.1080/17450128.2024.2431497,2024.0,"['vidourekr.a.', 'chaliawalak.s.', 'kingk.a.']",74676,,,Journal Publication,74676.json
nan,,,,2024.0,"['zikerj.p.', 'stammlerf.', 'melamiesi.', 'ukkolav.', 'wrenc.', 'mertensk.', 'zhouw.']",74654,,,Presentation,74654.json
nan,,,,2024.0,['huntc.r.'],74709,,,Media Contribution,74709.json
nan,,,,2024.0,['huntc.r.'],74716,,,Media Contribution,74716.json
nan,,acm,,2024.0,"['pathakr.', 'spezzanof.']",74611,,,Conference Proceeding,74611.json
nan,,,,2024.0,"['huntc.r.', 'kettlerj.j.']",74717,,,Media Contribution,74717.json
nan,,,,2024.0,['huntc.r.'],74712,,,Media Contribution,74712.json
nan,,,,2024.0,['huntc.r.'],74713,,,Media Contribution,74713.json
nan,,the french review,,2025.0,['devereuxherbeckm.e.'],75130,98,,Review,75130.json
nan,,,,2024.0,"['huntc.r.', 'kettlerj.j.']",74718,,,Media Contribution,74718.json
nan,,,,2025.0,"['wrenc.', 'melamiesi.', 'ukkolav.', 'mertensk.', 'stammlerf.', 'zikerj.p.']",75082,,,Presentation,75082.json
nan,,ehbea,,2025.0,['zikerj.p.'],74719,,,Chapter,74719.json
nan,,,,2024.0,['shuckg.e.'],74841,,,Presentation,74841.json
nan,,,,2025.0,['hillardt.j.'],75065,,,Presentation,75065.json
nan,,nova science publishers,,2024.0,"['chaliawalak.s.', 'vidourekr.a.']",74809,84,,Chapter,74809.json
nan,,,,2025.0,['chyungs.y.'],75163,64,,Journal Publication,75163.json
nan,,,,2025.0,['huntc.r.'],75187,,,Media Contribution,75187.json
nan,,routledge,,2025.0,"['gaudiol.', 'zikerj.p.']",75048,,,Chapter,75048.json
nan,,,,2024.0,['huntc.r.'],75185,,,Media Contribution,75185.json
nan,,,,2026.0,['devereuxherbeckm.e.'],75135,,,Journal Publication,75135.json
nan,,,,2025.0,"['fowlern.l.', 'huntc.r.']",75184,,,Presentation,75184.json
nan,,the french review,,2025.0,['devereuxherbeckm.e.'],75131,,,Review,75131.json
nan,,,,2025.0,"['zikerj.p.', 'failsj.a.', 'housek.v.', 'boyerj.', 'wendellm.s.', 'maukarl.', 'ramirezk.']",75078,,,Journal Publication,75078.json
nan,,,10.1016/j.materresbull.2024.112920,2024.0,"['lil.', 'ubicphd,facers,minstpr.j.', 'chenx.']",75201,178,,Journal Publication,75201.json
nan,,,,2024.0,"['huntc.r.', 'kettlerj.j.']",74715,,,Media Contribution,74715.json
nan,,,,2024.0,['ashleys.d.'],75307,,,Artistic Works and Performances,75307.json
nan,,,,2026.0,['devereuxherbeckm.e.'],75133,50,,Journal Publication,75133.json
nan,,,,2025.0,"['bellingern.', 'sharmaa.', 'dasguptas.', 'ahmeds.']",75218,,,Journal Publication,75218.json
nan,,,,,"['nerij.', 'apelt.']",7497,,,Artistic Works and Performances,7497.json
nan,,,,2024.0,"['chaliawalak.s.', 'vidourekr.a.', 'kingk.a.', 'merianosa.l.']",75316,,,Poster Presentation,75316.json
nan,,,,2024.0,"['bicknell-holmest.', 'cordovam.g.', 'watsone.j.']",75311,,,Media Contribution,75311.json
nan,,,10.1111/jace.20264,2025.0,"['wrightb.', 'phuongj.', 'mcmanuss.', 'kevint.', 'ubicphd,facers,minstpr.j.']",75199,108,,Journal Publication,75199.json
nan,,,,2025.0,['ashleys.d.'],75308,,,Conference Proceeding,75308.json
nan,,,,2021.0,"['vandusky-allenj.', 'bellingern.']",75216,,,Conference Proceeding,75216.json
nan,"&lt;p&gt;tactile graphics: unit 2, design principles&lt;/p&gt;",national braille association,,2024.0,['winieckid.j.'],75335,,,Instructional Publications,75335.json
nan,,,,2025.0,['chyungs.y.'],75177,,,Media Contribution,75177.json
nan,media literacy and the digital future,,,2026.0,['ashleys.d.'],75310,,,Book,75310.json
nan,,,,2024.0,"['chaliawalak.s.', 'vidourekr.a.', 'kingk.a.']",75317,,,Presentation,75317.json
nan,,,,2025.0,['huntc.r.'],75186,,,Media Contribution,75186.json
nan,,routledge,,2025.0,['ashleys.d.'],75309,,4th,Chapter,75309.json
nan,,association for computing machinery (acm),10.1145/3585088.3593864,2025.0,['winieckid.j.'],75338,,,Conference Proceeding,75338.json
nan,,,,2024.0,"['chaliawalak.s.', 'vidourekr.a.', 'kingk.a.']",75315,,,Presentation,75315.json
nan,,,,2024.0,"['scheepersm.', 'pattersonc.']",75412,,,Presentation,75412.json
nan,,mosaics: a podcast from the idaho office for refugees. episode 39,,2024.0,['meierottol.m.'],75418,,,Creative Publications,75418.json
nan,,,10.1080/09584935.2023.2169906,2023.0,"['vandusky-allenj.', 'bellingern.']",75217,,,Journal Publication,75217.json
nan,,,,2024.0,"['chaliawalak.s.', 'vidourekr.a.', 'kingk.a.', 'merianosa.a.']",75318,,,Presentation,75318.json
nan,,,,2024.0,"['chaliawalak.s.', 'kingk.a.', 'vidourekr.a.']",75320,,,Poster Presentation,75320.json
nan,,,,2024.0,['meierottol.m.'],75423,,,Artistic Works and Performances,75423.json
nan,,idaho office for refugees,,2024.0,['meierottol.m.'],75417,,,Creative Publications,75417.json
nan,&lt;em&gt;exposición a pesticidas y percepciones de riesgo entre hombres y mujeres trabajadores agrícolas latinos en idaho informe resumido&lt;/em&gt;,spanish translation of research report for community partners,,2024.0,"['hylandc.', 'curlc.', 'somcastellanor.l.', 'meierottol.m.']",75426,,,Other Works,75426.json
nan,"&lt;p&gt;magic, witchcraft, and religion&lt;/p&gt;",boise state pressbooks,,2025.0,"['brintonm.', 'hasnaina.', 'zikerj.p.']",75416,,,Book,75416.json
nan,,,,2024.0,['meierottol.m.'],75427,,,Conference Proceeding,75427.json
nan,,oxford academic,10.1093/sf/soae157,2025.0,['paulsenk.e.'],75431,103,,Review,75431.json
nan,"&lt;p&gt;&lt;span style=&quot;font-size:12pt;color:#000000;background-color:transparent;font-weight:400;font-style:normal;text-decoration:none;&quot;&gt;tactile graphics: unit 1, criteria for including a tactile graphic. &lt;/span&gt;&lt;/p&gt;",national braille association,,,['winieckid.j.'],75337,,,Instructional Publications,75337.json
nan,,university of chicago press,10.7208/chicago/9780226828527-017,2023.0,['paulsenk.e.'],75434,,,Chapter,75434.json
nan,,,,2024.0,['meierottol.m.'],75419,,,Media Contribution,75419.json
nan,,,,2025.0,"['fredricksenj.e.', 'llewellynd.', 'seetamrajul.', 'fryv.r.', 'strilukm.', 'paulsenk.e.', 'bittlestonl.s.', 'connore.', 'gallas.j.']",75432,,,Journal Publication,75432.json
nan,,association for computing machinery (acm),,2025.0,"['winieckid.j.', 'spezzanof.']",75425,,,Conference Proceeding,75425.json
nan,,,,2024.0,['meierottol.m.'],75422,,,Media Contribution,75422.json
nan,&lt;p&gt;foreign language braille: adding diacritics to your source documents&lt;/p&gt;,national braille association,,2024.0,['winieckid.j.'],75336,,,Instructional Publications,75336.json
nan,,,,2024.0,"['borrellib.', 'araujok.m.', 'koernerc.', 'djokicd.']",75489,,,Conference Proceeding,75489.json
nan,,,,2024.0,"['paulsenk.e.', 'stuberj.m.']",75435,,,Media Contribution,75435.json
nan,,,,2024.0,['meierottol.m.'],75428,,,Presentation,75428.json
nan,,,,2024.0,"['reederh.', 'molumbyn.l.']",75471,,,Presentation,75471.json
nan,introduction to cities: how place and space shape human experience,wiley,,2025.0,"['paulsenk.e.', 'oruma.m.', 'chenx.']",75433,,3,Book,75433.json
nan,&lt;span style=&quot;font-size:12.6667px;&quot;&gt;empowering engineering students through storytelling.&lt;/span&gt;,the conversation,,2024.0,"['hambya.', 'jankowskie.', 'pakalak.', 'lowenthalp.']",75500,,,Other Works,75500.json
nan,,,10.24059/olj.v28i4.4832,2024.0,"['lowenthalp.', 'moorer.l.', 'ricem.r.']",75498,28,,Journal Publication,75498.json
nan,,,,2016.0,['walkerk.'],7549,,,Artistic Works and Performances,7549.json
nan,,,,2024.0,['paulsenk.e.'],75436,,,Presentation,75436.json
nan,,,,2024.0,['meierottol.m.'],75429,,,Presentation,75429.json
nan,,,,2024.0,"['richardsonj.', 'stenboms.', 'fiockh.', 'lowenthalp.']",75503,,,Presentation,75503.json
nan,,,,2024.0,"['borupj.', 'westr.e.', 'lowenthalp.', 'archambaultl.']",75502,,,Presentation,75502.json
nan,,,,2024.0,"['baderj.d.', 'freisenn.', 'lowenthalp.', 'snelsonc.l.']",75496,25,,Journal Publication,75496.json
nan,,,,2025.0,"['whitakers.', 'zikerj.p.', 'mastersonr.', 'bergts.', 'huanx.', 'gonzalezr.', 'prabhudesais.', 'banovicn.', 'ivanovv.y.']",75437,,,Journal Publication,75437.json
nan,,,,2024.0,"['labrierd.', 'araujok.m.', 'bernardsm.']",75491,,,Conference Proceeding,75491.json
nan,,,,2024.0,"['krierk.', 'chingy.', 'lowenthalp.', 'snelsonc.l.']",75505,,,Presentation,75505.json
nan,,igi global,,2024.0,['lowenthalp.'],75497,,,Chapter,75497.json
nan,,,,2024.0,"['cordeiroj.', 'zuzelskim.', 'olimam.', 'crunkletond.', 'otanicart.', 'kellerm.', 'ramsurnh.']",75507,180,,Journal Publication,75507.json
nan,,,,2024.0,"['otanicart.', 'oroszm.']",75519,,,Patent,75519.json
nan,,,10.1007/s10639-024-12972-w,2024.0,"['alsayera.a.', 'lowenthalp.']",75495,,,Journal Publication,75495.json
nan,,,,2015.0,['walkerk.'],7551,,,Artistic Works and Performances,7551.json
nan,,,,2024.0,"['stoutd.', 'christenc.', 'otanicart.']",75506,4,,Journal Publication,75506.json
nan,,,,2024.0,"['belte.', 'lowenthalp.']",75504,,,Presentation,75504.json
nan,,,,2015.0,"['walkerk.', 'earleym.c.']",7552,,,Artistic Works and Performances,7552.json
nan,,,,2025.0,"['leungk.', 'leep.', 'laiw.a.', 'zhaoy.', 'ransdelll.b.']",75533,,,Journal Publication,75533.json
nan,,choice reviews,,2024.0,['kaupinsg.e.'],75537,61,,Review,75537.json
nan,,,,2015.0,"['walkerk.', 'earleym.c.']",7550,,,Artistic Works and Performances,7550.json
nan,,society of research administrators international,,2024.0,"['duffrinm.w.', 'dyslink.m.', 'sebbyl.', 'mesicj.', 'duffrinc.', 'ransdelll.b.', 'littled.', 'blazeyg.c.']",75532,55,,Journal Publication,75532.json
nan,,routledge (a taylor &amp; francis group),10.1080/00336297.2024.2407145,2024.0,"['woodallr.', 'ransdelll.b.', 'lencionia.', 'mursolovas.', 'martine.m.', 'gaoy.']",75530,,,Journal Publication,75530.json
nan,,,,2015.0,"['walkerk.', 'earleym.c.']",7553,,,Artistic Works and Performances,7553.json
nan,,,10.1080/24711616.2024.2422652,2024.0,"['goht.', 'ransdelll.b.']",75531,,,Journal Publication,75531.json
nan,,,,2025.0,"['angrimana.a.', 'ransdelll.b.', 'lucass.m.', 'lavoin.']",75534,,,Journal Publication,75534.json
nan,transgender and non-binary talent: why is it so hard to recruit and retain transgender talent?...and why you need to&quot;,the inclusion crowd,,2024.0,['mcclainl.'],75557,,,Other Works,75557.json
nan,,,,2024.0,['kaupinsg.e.'],75540,62,,Review,75540.json
nan,,,,2024.0,"['papinin.m.', 'masont.b.', 'yangj.', 'ransdelll.b.', 'herrmanns.d.', 'lopezn.v.']",75536,,,Poster Presentation,75536.json
nan,,,,2024.0,"['shima.l.', 'ransdelll.b.']",75535,,,Poster Presentation,75535.json
nan,,"textile bioengineering and informatics society limited, ltd (curran associates)",,2024.0,"['reischlu.', 'meisterk.', 'norena.', 'bozemane.', 'ballingerk.']",75547,,,Journal Publication,75547.json
nan,,,10.3389/fcomm.2024.1397570,2024.0,"['morreales.', 'lowenthalp.', 'thorpej.', 'olesoval.']",75499,9,,Journal Publication,75499.json
nan,,choice reviews,,2024.0,['kaupinsg.e.'],75538,62,,Review,75538.json
nan,,curious academic publishing,,2024.0,['kaupinsg.e.'],75541,3,,Chapter,75541.json
nan,,journal of fiber bioengineering and informaics,doi:10.3993/jfbim02922,2024.0,"['reischlu.', 'meisterk.', 'bozemane.', 'falconn.', 'lowerbergt.']",75556,17,,Journal Publication,75556.json
nan,,,,2015.0,"['walkerk.', 'earleym.c.']",7555,,,Artistic Works and Performances,7555.json
nan,,journal of fiber bioengineering and informaics,,2024.0,['reischlu.'],75553,17,,Journal Publication,75553.json
nan,,,,2024.0,"['reischlu.', 'goonetilleker.s.', 'salinaso.t.']",75572,,,Presentation,75572.json
