pages,title,journal,doi,year,authors,index,volume,issue,type,filename
nan,,,,2016.0,['pearisoc.'],10019,,,Presentation,10019.json
nan,,,,2013.0,"['hungj.', 'hsuy.', 'ricek.l.']",10043,,,Presentation,10043.json
nan,,,,2016.0,"['roserj.', 'noglec.', 'naylorh.', 'paynem.', 'barnese.l.']",10003,,,Presentation,10003.json
nan,,,,2016.0,['peraltac.'],10022,,,Presentation,10022.json
nan,,,,2015.0,"['ricek.l.', 'hungj.']",10042,,,Presentation,10042.json
nan,,,,2014.0,"['steiners.f.', 'peraltac.', 'cheny.', 'sadikovicb.', 'sadikovicr.']",10021,,,Presentation,10021.json
nan,,,,2016.0,['schneiderj.'],10059,,,Presentation,10059.json
nan,,,,2013.0,"['glackinb.c.', 'rodenhiserr.w.']",10047,,,Presentation,10047.json
nan,,,,2014.0,['scarritta.'],10055,,,Presentation,10055.json
nan,,,,2016.0,['plewm.g.'],10032,,,Presentation,10032.json
nan,,,,2015.0,"['friedhoffj.r.', 'ricek.l.', 'lowess.']",10044,,,Presentation,10044.json
nan,,,,2014.0,"['sheltonb.e.', 'campbellt.', 'longhurstm.', 'olsenj.']",10068,,,Poster Presentation,10068.json
nan,,,,2016.0,['shallatt.a.'],10065,,,Presentation,10065.json
nan,,,,2016.0,"['roserj.', 'noglec.', 'naylorh.', 'paynem.', 'barnese.l.']",10018,,,Presentation,10018.json
nan,,,,2014.0,['penryt.c.'],10020,,,Presentation,10020.json
nan,,,,2016.0,"['delong-hamiltont.', 'buchanv.', 'christensonb.', 'rodenhiserr.w.']",10046,,,Presentation,10046.json
nan,,,,2016.0,['shepherdd.r.'],10074,,,Presentation,10074.json
nan,,,,2015.0,"['talleyj.l.', 'schneiderj.']",10057,,,Presentation,10057.json
nan,,,,2015.0,"['schneiderj.', 'delaneya.', 'lindquiste.']",10056,,,Presentation,10056.json
nan,,,,2016.0,['shepherdd.r.'],10075,,,Presentation,10075.json
nan,,,,2016.0,"['gerritson-mckaner.', 'rodenhiserr.w.', 'panosp.']",10048,,,Presentation,10048.json
nan,,,,2014.0,"['sheltonb.e.', 'campbellt.', 'longhurstm.', 'olsenj.']",10070,,,Poster Presentation,10070.json
nan,,,,2015.0,"['shuckg.e.', 'simpsons.']",10083,,,Presentation,10083.json
nan,,,,2014.0,"['bursztynn.', 'pedersonj.', 'sheltonb.e.']",10071,,,Poster Presentation,10071.json
nan,,,,2015.0,['shepherdd.r.'],10079,,,Presentation,10079.json
nan,,,,2016.0,"['olsone.', 'talleyj.', 'schneiderj.']",10058,,,Presentation,10058.json
nan,,,,2016.0,['shepherdd.r.'],10077,,,Presentation,10077.json
nan,,,,2016.0,['siebertc.'],10086,,,Presentation,10086.json
nan,,,,2015.0,"['estremh.k.', 'shepherdd.r.']",10073,,,Presentation,10073.json
nan,,,,2014.0,"['bursztynn.', 'pedersonj.', 'sheltonb.e.']",10069,,,Poster Presentation,10069.json
nan,,,,2012.0,"['grieserj.', 'gaoy.', 'ransdelll.', 'simonsons.r.']",10091,,,Poster Presentation,10091.json
nan,,,,2012.0,"['kennedyk.', 'gaoy.', 'gundersonc.', 'schaalm.', 'simonsons.r.', 'larsenk.']",10090,,,Poster Presentation,10090.json
nan,,,,2016.0,['shallatt.a.'],10066,,,Presentation,10066.json
nan,,,,2012.0,"['gaoy.', 'gundersonc.', 'schaalm.', 'simonsons.r.', 'larsenk.', 'kennedyk.']",10092,,,Poster Presentation,10092.json
nan,,,,2016.0,"['estremh.k.', 'shepherdd.r.', 'uehlingk.s.']",10072,,,Presentation,10072.json
nan,,,,2013.0,"['shuckg.e.', 'hornerb.']",10084,,,Presentation,10084.json
nan,,,,2016.0,['shepherdd.r.'],10076,,,Presentation,10076.json
nan,,,,2016.0,['vecchionea.e.'],10183,,,Presentation,10183.json
nan,,,,2016.0,"['vecchionea.e.', 'moorec.']",10182,,,Presentation,10182.json
nan,,,,2015.0,['snopkowskik.'],10095,,,Presentation,10095.json
nan,,,,2016.0,['reederh.'],10147,,,Presentation,10147.json
nan,,,,2015.0,['westoverj.w.'],10198,,,Presentation,10198.json
nan,,,,2016.0,['yenors.e.'],10221,,,Presentation,10221.json
nan,,,,2014.0,"['wangs.', 'humphreym.j.', 'pykep.']",10187,,,Presentation,10187.json
nan,,,,2016.0,['wangs.'],10188,,,Presentation,10188.json
nan,,,,2016.0,['yenors.e.'],10223,,,Presentation,10223.json
nan,,,,2014.0,"['kinzelm.', 'wangs.', 'caveyl.o.']",10189,,,Presentation,10189.json
nan,,,,2015.0,['woodsl.s.'],10211,,,Presentation,10211.json
nan,,,,2014.0,"['allenm.', 'flynnm.e.', 'vandusky-allenj.a.']",10313,,,Presentation,10313.json
nan,,,,2016.0,"['wangs.', 'guclerb.', 'kimd.', 'sinclairn.']",10190,,,Presentation,10190.json
nan,,,,2015.0,['westoverj.w.'],10200,,,Presentation,10200.json
nan,,,,2015.0,['wakilde.'],10185,,,Presentation,10185.json
nan,,,,2014.0,['allenm.'],10312,,,Presentation,10312.json
nan,,,,2014.0,['westoverj.w.'],10199,,,Presentation,10199.json
nan,,,,2013.0,"['allenm.', 'digiuseppem.', 'frankr.w.']",10315,,,Presentation,10315.json
nan,,,,2012.0,"['allenm.', 'bells.', 'clayc.']",10316,,,Presentation,10316.json
nan,,,,2016.0,['yenors.e.'],10220,,,Presentation,10220.json
nan,,,,2016.0,['yenors.e.'],10219,,,Presentation,10219.json
nan,,,,2014.0,['westoverj.w.'],10201,,,Presentation,10201.json
nan,,,,2016.0,['yenors.e.'],10222,,,Presentation,10222.json
nan,,,,2016.0,['yenors.e.'],10226,,,Presentation,10226.json
nan,,,,2013.0,"['allenm.', 'mcnultyj.', 'martinl.m.', 'woant.']",10314,,,Presentation,10314.json
nan,,,,2012.0,"['allenm.', 'flynnm.e.', 'vandusky-allenj.']",10318,,,Presentation,10318.json
nan,,,,2011.0,['allenm.'],10320,,,Presentation,10320.json
nan,,,,2012.0,"['allenm.', 'digiuseppem.']",10317,,,Presentation,10317.json
nan,,,,2016.0,['yenors.e.'],10225,,,Presentation,10225.json
nan,,,,2008.0,"['allenm.', 'fordhamb.o.']",10326,,,Presentation,10326.json
nan,,,,2016.0,['yenors.e.'],10224,,,Presentation,10224.json
nan,,,,2014.0,"['allenm.', 'bells.', 'clayk.c.']",10311,,,Presentation,10311.json
nan,,,,2008.0,['allenm.'],10327,,,Presentation,10327.json
nan,,,,2009.0,"['allenm.', 'vandusky-allenj.']",10323,,,Presentation,10323.json
nan,,,,2012.0,"['allenm.', 'mcnultyj.e.', 'martinl.m.', 'woant.']",10319,,,Presentation,10319.json
nan,,,,2009.0,['allenm.'],10324,,,Presentation,10324.json
nan,,,,2012.0,['alml.r.'],10454,,,Presentation,10454.json
nan,,,,2010.0,['allenm.'],10322,,,Presentation,10322.json
nan,,,,2007.0,['allenm.'],10330,,,Presentation,10330.json
nan,,,,2010.0,['allenm.'],10321,,,Presentation,10321.json
nan,,,,2007.0,"['allenm.', 'frankr.w.']",10329,,,Presentation,10329.json
nan,,,,2011.0,['alml.r.'],10455,,,Presentation,10455.json
nan,,,,2008.0,['allenm.'],10328,,,Presentation,10328.json
nan,,,,2011.0,"['masons.g.', 'alml.r.']",10458,,,Presentation,10458.json
nan,,,,2008.0,"['allenm.', 'bells.']",10331,,,Poster Presentation,10331.json
nan,,,,2013.0,"['vosj.', 'zhup.', 'ashleya.g.']",10669,,,Presentation,10669.json
nan,,,,2012.0,['alml.r.'],10456,,,Presentation,10456.json
nan,,,,2011.0,"['alml.r.', 'burkhartr.e.']",10457,,,Presentation,10457.json
nan,,,,2011.0,"['alml.r.', 'burkhartr.e.']",10461,,,Presentation,10461.json
nan,,,,2008.0,"['allenm.', 'reganp.m.']",10325,,,Presentation,10325.json
nan,,,,2014.0,['ashleya.g.'],10665,,,Presentation,10665.json
nan,,,,2011.0,['alml.r.'],10460,,,Presentation,10460.json
nan,,,,2011.0,"['alml.r.', 'burkhartr.e.']",10459,,,Presentation,10459.json
nan,,,,2013.0,['ashleya.g.'],10671,,,Presentation,10671.json
nan,,,,2014.0,['ashleya.g.'],10667,,,Presentation,10667.json
nan,,,,2013.0,['ashleya.g.'],10670,,,Presentation,10670.json
nan,,,,2013.0,"['vosj.', 'ashleya.g.', 'shelbyj.']",10668,,,Presentation,10668.json
nan,,,,2015.0,['ashleya.g.'],10674,,,Presentation,10674.json
nan,,,,2013.0,['ashleya.g.'],10672,,,Presentation,10672.json
nan,,,,2014.0,"['ashleya.g.', 'touchtonm.']",10666,,,Presentation,10666.json
nan,,,,2015.0,"['maksla.', 'crafts.', 'ashleys.', 'millerd.']",10681,,,Presentation,10681.json
nan,,,,2013.0,"['ashleya.g.', 'touchtonm.']",10673,,,Presentation,10673.json
nan,,,,2014.0,['ashleya.g.'],10664,,,Presentation,10664.json
nan,,,,2013.0,['ashleya.g.'],10677,,,Presentation,10677.json
nan,,,,2015.0,['ashleys.'],10679,,,Presentation,10679.json
nan,,,,2015.0,['ashleya.g.'],10675,,,Presentation,10675.json
nan,,,,2014.0,['ashleys.'],10682,,,Presentation,10682.json
nan,,,,2012.0,['ashleys.'],10684,,,Presentation,10684.json
nan,,,,2011.0,"['poepselm.', 'ashleys.', 'ferruccip.', 'maksla.']",10687,,,Presentation,10687.json
nan,,,,2013.0,"['vost.', 'ashleys.']",10683,,,Presentation,10683.json
nan,,,,2012.0,['ashleys.'],10686,,,Presentation,10686.json
nan,,,,2015.0,['ashleya.g.'],10676,,,Presentation,10676.json
nan,,,,2012.0,['ashleys.'],10689,,,Poster Presentation,10689.json
nan,,,,2012.0,['ashleys.'],10690,,,Poster Presentation,10690.json
nan,,,,2013.0,"['maksla.', 'ashleys.', 'crafts.']",10688,,,Poster Presentation,10688.json
nan,,,,1999.0,['alml.r.'],1077,37,,Journal Publication,1077.json
nan,,,,2013.0,"['sagalynl.b.', 'ashleya.g.']",10678,,,Presentation,10678.json
nan,,,,2012.0,['ashleys.'],10685,,,Presentation,10685.json
nan,,,,2015.0,"['ashleys.', 'maksla.', 'crafts.']",10680,,,Presentation,10680.json
nan,,,,2011.0,"['ashleys.', 'maksla.', 'crafts.']",10691,,,Poster Presentation,10691.json
nan,,,,2006.0,"['alml.r.', 'burkhartr.e.']",1076,67,,Journal Publication,1076.json
nan,,,,2012.0,"['choib.', 'kom.', 'baeky.']",10820,,,Presentation,10820.json
nan,,,,2012.0,"['choib.', 'huangj.', 'kimy.', 'baeky.']",10819,,,Presentation,10819.json
nan,,,,2012.0,['ballengerb.'],10963,,,Presentation,10963.json
nan,,,,2012.0,['ashleys.'],10692,,,Presentation,10692.json
nan,,,,2015.0,"['chingy.', 'yangd.', 'baeky.']",10822,,,Presentation,10822.json
nan,,,,2013.0,['ballengerb.'],10961,,,Presentation,10961.json
nan,,,,2008.0,['ballengerb.'],1094,19,,Journal Publication,1094.json
nan,,,10.1353/rvt.2011.0005,2011.0,['ballengerb.'],1093,12,,Journal Publication,1093.json
nan,,,,2013.0,"['huangj.', 'baeky.']",10817,,,Presentation,10817.json
nan,,,,2012.0,['baeky.'],10818,,,Presentation,10818.json
nan,,uc-davis,,2007.0,['ballengerb.'],1096,17,,Journal Publication,1096.json
nan,,,,2013.0,['ballengerb.'],10962,,,Presentation,10962.json
nan,,,,2008.0,['ballengerb.'],1095,19,,Journal Publication,1095.json
nan,,,,2010.0,['ballengerb.'],10967,,,Presentation,10967.json
nan,,,,2016.0,['ballengerb.'],10965,,,Presentation,10965.json
nan,,,,2012.0,"['huangj.', 'cheongd.', 'baeky.']",10821,,,Presentation,10821.json
nan,,,,2015.0,['ballengerb.p.'],10966,,,Presentation,10966.json
nan,,,,2014.0,['basuthakurg.'],11000,,,Presentation,11000.json
nan,,,,2012.0,['ballengerb.'],10968,,,Presentation,10968.json
nan,,,,2012.0,['ballengerb.'],10964,,,Presentation,10964.json
nan,,,,2013.0,['basuthakurg.'],11004,,,Presentation,11004.json
nan,,,,2014.0,['basuthakurg.'],11001,,,Presentation,11001.json
nan,,,,2011.0,['ballengerb.'],10969,,,Presentation,10969.json
nan,,,,2014.0,['basuthakurg.'],10999,,,Presentation,10999.json
nan,,,,2012.0,['basuthakurg.'],11006,,,Presentation,11006.json
nan,,,,2016.0,['basuthakurg.'],11002,,,Presentation,11002.json
nan,,,,2015.0,['basuthakurg.'],10998,,,Presentation,10998.json
nan,,,,2014.0,['basuthakurg.'],11011,,,Presentation,11011.json
nan,,,,2012.0,['basuthakurg.'],11005,,,Presentation,11005.json
nan,,,,2008.0,['basuthakurg.'],11008,,,Presentation,11008.json
nan,,,,2012.0,['basuthakurg.'],11007,,,Presentation,11007.json
nan,,,,2015.0,['basuthakurg.'],11003,,,Presentation,11003.json
nan,,,,2015.0,['basuthakurg.'],11012,,,Presentation,11012.json
nan,,,,2008.0,['bicknell-holmest.'],11112,,,Presentation,11112.json
nan,,,,2000.0,"['bicknell-holmest.', 'hoffmanp.s.']",11115,,,Presentation,11115.json
nan,,,,2004.0,['bicknell-holmest.'],11116,,,Presentation,11116.json
nan,,,,2014.0,['bieterjrj.p.'],11132,,,Presentation,11132.json
nan,,,,2015.0,['bieterjrj.p.'],11130,,,Presentation,11130.json
nan,,,,2015.0,['basuthakurg.'],11010,,,Presentation,11010.json
nan,,,,2007.0,['basuthakurg.'],11009,,,Presentation,11009.json
nan,,,,2015.0,['bieterjrj.p.'],11129,,,Presentation,11129.json
nan,,,,2005.0,['bicknell-holmest.'],11111,,,Presentation,11111.json
nan,,,,2009.0,['bicknell-holmest.'],11110,,,Presentation,11110.json
nan,,,,2000.0,"['bicknell-holmest.', 'hoffmanp.s.']",11114,,,Presentation,11114.json
nan,,,,2014.0,['bieterjrj.p.'],11131,,,Presentation,11131.json
nan,,,,2001.0,"['boudreaus.', 'bicknell-holmest.']",11113,,,Presentation,11113.json
nan,,,,2012.0,['bieterjrj.p.'],11137,,,Presentation,11137.json
nan,,,,2013.0,['bieterjrj.p.'],11133,,,Presentation,11133.json
nan,,,,2015.0,['bieterjrj.p.'],11128,,,Presentation,11128.json
nan,,,,1999.0,"['lattag.f.', 'bicknell-holmest.', 'hoffmanp.s.']",11117,,,Presentation,11117.json
nan,,,,2013.0,['bieterjrj.p.'],11134,,,Presentation,11134.json
nan,,,,2012.0,"['bieterjrj.p.', 'rayn.']",11141,,,Presentation,11141.json
nan,,,,2013.0,['bieterjrj.p.'],11136,,,Presentation,11136.json
nan,,,,2013.0,['bieterjrj.p.'],11135,,,Presentation,11135.json
nan,,,,2011.0,['bieterjrj.p.'],11138,,,Presentation,11138.json
nan,,,,2015.0,"['kingl.', 'bostaphl.m.', 'gillespiel.', 'goodsona.j.', 'lopezj.m.']",1134,,,Journal Publication,1134.json
nan,,,,2015.0,"['bostaphl.m.', 'kingl.', 'gillespiel.', 'lopezj.m.', 'goodsona.']",11409,,,Presentation,11409.json
nan,,,,2008.0,"['wickstromc.', 'bieterjrj.p.', 'boothed.r.']",1114,21,,Journal Publication,1114.json
nan,,,,2014.0,['bieterjrj.p.'],11139,,,Presentation,11139.json
nan,,,,2013.0,['bieterjrj.p.'],11140,,,Presentation,11140.json
nan,,,,2013.0,"['bieterjrj.p.', 'lachiondod.']",11142,,,Presentation,11142.json
nan,,,,2015.0,['bostaphl.m.'],11417,,,Presentation,11417.json
nan,,,,2008.0,"['wickstromc.', 'bieterjrj.p.', 'boothed.r.']",1115,21,,Journal Publication,1115.json
nan,,,10.1300/j222v06n01_04,2008.0,['bostaphl.m.'],1133,6,,Journal Publication,1133.json
nan,,,,2015.0,['growettebostaphl.m.'],11406,,,Presentation,11406.json
nan,,,,2011.0,"['bostaphl.m.', 'giacomazzia.', 'sandersc.k.']",11407,,,Presentation,11407.json
nan,,,,2015.0,"['rodgersk.', 'growettebostaphl.m.']",11414,,,Poster Presentation,11414.json
nan,,,,2000.0,['bouchert.c.'],1135,,,Conference Proceeding,1135.json
nan,,,,2007.0,"['ballj.d.', 'bostaphl.m.']",11413,,,Presentation,11413.json
nan,,,,2011.0,"['bostaphl.m.', 'giacomazzia.', 'sandersc.k.']",11408,,,Presentation,11408.json
nan,,,,2014.0,"['growettebostaphl.m.', 'hudsonm.', 'lopezj.m.']",11410,,,Presentation,11410.json
nan,,,,2012.0,"['bostaphl.m.', 'giacomazzia.', 'bradyp.', 'beattiec.']",11411,,,Presentation,11411.json
nan,,,,2015.0,"['growettebostaphl.m.', 'rodgersk.']",11415,,,Poster Presentation,11415.json
nan,,,,2010.0,"['bostaphl.m.', 'landhuisj.']",11425,,,Presentation,11425.json
nan,,,,2011.0,['bostaphl.m.'],11421,,,Presentation,11421.json
nan,,,,2014.0,"['bostaphl.m.', 'giacomazzia.', 'hatchg.', 'murdochd.', 'ruffinengom.', 'hudsonm.']",11416,,,Presentation,11416.json
nan,,,,2011.0,"['bostaphl.m.', 'millerk.']",11423,,,Presentation,11423.json
nan,,,,2012.0,"['bostaphl.m.', 'gravesd.']",11419,,,Presentation,11419.json
nan,,,,2011.0,"['bostaphl.m.', 'millerk.']",11424,,,Presentation,11424.json
nan,,,,2010.0,"['bostaphl.m.', 'millerk.']",11426,,,Presentation,11426.json
nan,,,,2012.0,"['bostaphl.m.', 'millerk.']",11418,,,Presentation,11418.json
nan,,,,2013.0,"['bostaphl.m.', 'hudsonm.', 'lopezj.m.']",11435,,,Presentation,11435.json
nan,,,,2010.0,['bostaphl.m.'],11427,,,Presentation,11427.json
nan,,,,2015.0,['bostaphl.m.'],11429,,,Presentation,11429.json
nan,,,,2011.0,"['bostaphl.m.', 'millerk.']",11420,,,Presentation,11420.json
nan,,,,2011.0,"['bostaphl.m.', 'millerk.']",11422,,,Presentation,11422.json
nan,,,,2011.0,"['bostaphl.m.', 'giacomazzia.', 'bradyp.', 'beattiec.']",11437,,,Presentation,11437.json
nan,,,,2014.0,['bostaphl.m.'],11430,,,Presentation,11430.json
nan,,,,2012.0,"['bostaphl.m.', 'gravesd.']",11433,,,Presentation,11433.json
nan,,,,2012.0,['bostaphl.m.'],11432,,,Presentation,11432.json
nan,,,,2013.0,"['bradyp.', 'bostaphl.m.']",11434,,,Presentation,11434.json
nan,,,,2015.0,"['bostaphl.m.', 'landhuisj.']",11428,,,Presentation,11428.json
nan,,,,2012.0,"['bostaphl.m.', 'giacomazzia.', 'sandersc.k.']",11442,,,Presentation,11442.json
nan,,,,2015.0,"['bostaphl.m.', 'kingl.', 'gillespiel.', 'goodsona.', 'lopezm.']",11444,,,Presentation,11444.json
nan,,,,2014.0,"['kingl.', 'gillespiel.', 'bostaphl.m.']",11446,,,Presentation,11446.json
nan,,,,2012.0,"['bostaphl.m.', 'giacomazzia.']",11436,,,Presentation,11436.json
nan,,,,2012.0,"['bostaphl.m.', 'giacomazzia.', 'sandersc.k.']",11443,,,Presentation,11443.json
nan,,,,2012.0,"['bostaphl.m.', 'millerk.']",11431,,,Presentation,11431.json
nan,,,,2010.0,['bostaphl.m.'],11439,,,Presentation,11439.json
nan,,,,2015.0,"['bostaphl.m.', 'kingl.', 'gillespiel.', 'lopezm.', 'goodsona.']",11445,,,Presentation,11445.json
nan,,,,2013.0,"['kingl.', 'bostaphl.m.']",11448,,,Presentation,11448.json
nan,,,,2011.0,"['bostaphl.m.', 'giacomazzia.', 'bradyp.', 'beattiec.']",11438,,,Presentation,11438.json
nan,,,,1995.0,['bouchert.c.'],11459,,,Presentation,11459.json
nan,,,,2014.0,"['bostaphl.m.', 'kingl.', 'gillespiel.']",11449,,,Presentation,11449.json
nan,,,,1998.0,['bouchert.c.'],11452,,,Presentation,11452.json
nan,,,,2010.0,['bostaphl.m.'],11440,,,Presentation,11440.json
nan,,,,2012.0,"['bostaphl.m.', 'giacomazzia.', 'sandersc.k.']",11451,,,Presentation,11451.json
nan,,,,1991.0,['bouchert.c.'],11460,,,Presentation,11460.json
nan,,,,1996.0,['bouchert.c.'],11457,,,Presentation,11457.json
nan,,,,2000.0,['bouchert.c.'],11453,,,Presentation,11453.json
nan,,,,1995.0,['bouchert.c.'],11458,,,Presentation,11458.json
nan,,,,2002.0,['bouchert.c.'],11464,,,Presentation,11464.json
nan,,,,1993.0,['bouchert.c.'],11465,,,Presentation,11465.json
nan,,,,2006.0,"['alml.r.', 'burkhartr.e.']",1148,67,,Journal Publication,1148.json
nan,,,,1999.0,['bouchert.c.'],11455,,,Presentation,11455.json
nan,,,,2013.0,"['kingl.', 'bostaphl.m.']",11447,,,Presentation,11447.json
nan,,,,1999.0,['bouchert.c.'],11454,,,Presentation,11454.json
nan,,,,1997.0,['bouchert.c.'],11461,,,Presentation,11461.json
nan,,,,1998.0,['bouchert.c.'],11456,,,Presentation,11456.json
nan,,,,2011.0,['bradyl.m.'],11490,,,Presentation,11490.json
nan,,,10.1163/156913307x233683,2007.0,['burkhartr.e.'],1149,6,,Journal Publication,1149.json
nan,,,,1991.0,['bouchert.c.'],11468,,,Presentation,11468.json
nan,,,,1992.0,['bouchert.c.'],11466,,,Presentation,11466.json
nan,,,,1994.0,['bouchert.c.'],11462,,,Presentation,11462.json
nan,,,,1991.0,['bouchert.c.'],11469,,,Presentation,11469.json
nan,,,,2008.0,['bouchert.c.'],11463,,,Presentation,11463.json
nan,,,,2012.0,['bradyl.m.'],11492,,,Presentation,11492.json
nan,,,,1990.0,['bouchert.c.'],11470,,,Presentation,11470.json
nan,,,,1992.0,['bouchert.c.'],11467,,,Presentation,11467.json
nan,,,,2014.0,['bradyl.m.'],11498,,,Presentation,11498.json
nan,,,,2011.0,['bradyl.m.'],11493,,,Presentation,11493.json
nan,,,,2014.0,['bradyl.m.'],11497,,,Presentation,11497.json
nan,,,,2012.0,['bradyl.m.'],11491,,,Presentation,11491.json
nan,,,,2012.0,"['hyera.', 'hannahe.l.', 'toevss.e.', 'burkhartr.e.']",1150,,,Journal Publication,1150.json
nan,,,,2013.0,['bradyl.m.'],11504,,,Presentation,11504.json
nan,,,,2014.0,['bradyl.m.'],11499,,,Presentation,11499.json
nan,,,,2012.0,['bradyl.m.'],11507,,,Presentation,11507.json
nan,,,,2015.0,['bradyl.m.'],11496,,,Presentation,11496.json
nan,,,,2010.0,['bradyl.m.'],11494,,,Presentation,11494.json
nan,,,,2014.0,['bradyl.m.'],11500,,,Presentation,11500.json
nan,,,,2013.0,"['madsen-brooksl.j.', 'bradyl.m.']",11502,,,Presentation,11502.json
nan,,,,2012.0,['bradyl.m.'],11506,,,Presentation,11506.json
nan,,,,2010.0,['bradyl.m.'],11495,,,Presentation,11495.json
nan,,,,2011.0,['bradyl.m.'],11510,,,Presentation,11510.json
nan,,,,2013.0,['bradyl.m.'],11505,,,Presentation,11505.json
nan,,,,2013.0,['bradyl.m.'],11503,,,Presentation,11503.json
nan,,,,2010.0,['bradyl.m.'],11512,,,Presentation,11512.json
nan,,,,2014.0,['bradyl.m.'],11501,,,Presentation,11501.json
nan,,,,2010.0,['bradyl.m.'],11511,,,Presentation,11511.json
nan,,,,2012.0,['bradyl.m.'],11508,,,Presentation,11508.json
nan,,,,2010.0,['bradyl.m.'],11513,,,Presentation,11513.json
nan,,,,2013.0,['burkhartr.e.'],11654,,,Presentation,11654.json
nan,,,,2015.0,['bradyl.m.'],11518,,,Presentation,11518.json
nan,,international political science association: the committee on concepts and methods,,2010.0,['burkhartr.e.'],1151,,,Journal Publication,1151.json
nan,,,,2014.0,['bradyl.m.'],11515,,,Presentation,11515.json
nan,,,,2011.0,['bradyl.m.'],11516,,,Presentation,11516.json
nan,,,,2010.0,['bradyl.m.'],11514,,,Presentation,11514.json
nan,,,,2014.0,['burkhartr.e.'],11653,,,Presentation,11653.json
nan,,,,2015.0,['bradyl.m.'],11519,,,Presentation,11519.json
nan,,,,2012.0,['bradyl.m.'],11509,,,Presentation,11509.json
nan,,,,2014.0,['bradyl.m.'],11517,,,Presentation,11517.json
nan,,,,2007.0,['campbella.m.'],1157,55,,Journal Publication,1157.json
nan,,,,2010.0,['clarkc.m.'],1170,36,,Journal Publication,1170.json
nan,,,,2011.0,"['alml.r.', 'burkhartr.e.']",11656,,,Presentation,11656.json
nan,,,,2013.0,['clarkc.m.'],1166,,,Journal Publication,1166.json
nan,,,,2003.0,"['burkhartr.e.', 'desoysai.']",1152,67,,Journal Publication,1152.json
nan,,,,2012.0,['clarkc.m.'],1167,,,Journal Publication,1167.json
nan,,,,2011.0,['campbella.m.'],11742,,,Presentation,11742.json
nan,,,,2010.0,['clarkc.m.'],1171,36,,Journal Publication,1171.json
nan,,,,2011.0,['campbella.m.'],1156,3,,Journal Publication,1156.json
nan,,,,2011.0,"['alml.r.', 'burkhartr.e.']",11655,,,Presentation,11655.json
nan,,,,2015.0,['campbella.m.'],11744,,,Presentation,11744.json
nan,,,,2012.0,['campbella.m.'],11748,,,Presentation,11748.json
nan,,,,2012.0,['campbella.m.'],11743,,,Presentation,11743.json
nan,,,,2010.0,['campbella.m.'],11753,,,Presentation,11753.json
nan,,,,2013.0,['campbella.m.'],11747,,,Presentation,11747.json
nan,,,,2010.0,['clarkc.m.'],1168,36,,Journal Publication,1168.json
nan,,,,2014.0,['campbella.m.'],11745,,,Presentation,11745.json
nan,,,,2010.0,['clarkc.m.'],1169,36,,Journal Publication,1169.json
nan,,,,2011.0,['campbella.m.'],11750,,,Presentation,11750.json
nan,,,,2011.0,"['alml.r.', 'burkhartr.e.']",11657,,,Presentation,11657.json
nan,,,,2012.0,['campbella.m.'],11749,,,Presentation,11749.json
nan,,,,2013.0,['campbella.m.'],11746,,,Presentation,11746.json
nan,,,,2015.0,['campbellc.'],11760,,,Poster Presentation,11760.json
nan,,,,2015.0,"['moorel.', 'weaverj.m.', 'campbellc.']",11756,,,Presentation,11756.json
nan,,,,2014.0,"['winne.', 'campbellc.']",11761,,,Poster Presentation,11761.json
nan,,,,2015.0,"['campbellc.', 'winne.j.', 'weaverj.m.']",11759,,,Poster Presentation,11759.json
nan,,,,2015.0,"['oswaldb.', 'campbellc.']",11757,,,Presentation,11757.json
nan,,,,2008.0,['crowleys.j.'],1186,,,Journal Publication,1186.json
nan,,,,2015.0,"['campbellc.', 'altons.']",11755,,,Presentation,11755.json
nan,,,,2010.0,['campbella.m.'],11752,,,Presentation,11752.json
nan,,,,2014.0,"['wangs.', 'hardyk.', 'campbellc.']",11762,,,Presentation,11762.json
nan,,,,2015.0,"['oswaldb.', 'campbellc.']",11754,,,Presentation,11754.json
nan,,,,2015.0,['castellanoi.m.'],11879,,,Presentation,11879.json
nan,,,,2010.0,['campbella.m.'],11751,,,Presentation,11751.json
nan,,,,2015.0,['castellanoi.m.'],11878,,,Presentation,11878.json
nan,,,,2014.0,['caveyl.o.'],11881,,,Presentation,11881.json
nan,,,,2015.0,"['caveyl.o.', 'kinzelm.']",11880,,,Presentation,11880.json
nan,,,,2012.0,"['campbellc.', 'peterm.c.', 'biermank.l.']",11763,,,Presentation,11763.json
nan,,,,2013.0,"['whitenackj.w.', 'caveyl.o.', 'ellingtona.']",11883,,,Presentation,11883.json
nan,,,,2011.0,"['caveyl.o.', 'kinzelm.']",11885,,,Poster Presentation,11885.json
nan,,,,2013.0,"['caveyl.o.', 'kaiseru.', 'kinzelm.']",11889,,,Presentation,11889.json
nan,,,,2015.0,"['campbellc.', 'martinezc.']",11758,,,Poster Presentation,11758.json
nan,,,,2013.0,['caveyl.o.'],11887,,,Presentation,11887.json
nan,,,,2012.0,['caveyl.o.'],11890,,,Presentation,11890.json
nan,,,,2011.0,['caveyl.o.'],11886,,,Presentation,11886.json
nan,,,,2011.0,['dinkarn.'],1188,15,,Journal Publication,1188.json
nan,,,,2010.0,"['crowleys.j.', 'eigenbrodes.d.', ""o'rourkem."", 'wulfhorstj.']",1185,,,Journal Publication,1185.json
