faculty_id,activity_id
113075443,3507
113075443,3508
113075443,3509
112146020,3538
112146020,3539
112146020,3540
112146020,3541
112146020,3542
112146020,3543
112146020,3544
112146020,3545
112146020,3546
112146020,3547
112146020,3548
112146020,3549
112146020,3550
112146020,3551
112146020,3552
112146020,3553
112146020,3554
112146020,3555
112142993,3592
112142993,3593
112142993,3594
112142993,3595
112142993,3596
112142993,3597
112142993,3598
112142993,3599
112142993,3600
112142993,3601
112142993,3602
112142993,3603
112142993,3604
112142993,3605
112142993,3606
112142993,3607
112142993,3608
112142993,3609
112142993,3610
112142993,3611
112142993,3612
112142993,3613
112142993,3614
112142993,3615
112142993,3616
112142993,3617
112142993,3618
112142993,3619
112142993,3620
112142993,3621
112142993,3622
112142993,3623
112142993,3624
112142993,3625
112142993,3626
112142993,3627
112142993,3628
112142993,3629
112142993,3630
112142993,3631
112142993,3632
112142993,3633
112142993,3634
112142993,3635
112142993,3636
112142993,3637
112142993,3638
112142993,3639
112142993,3640
112142993,3641
112142993,3642
113150379,3643
113150379,3644
113150379,3645
113150379,3646
113150379,3647
113150379,3648
113150379,3649
113150379,3650
113150379,3651
113150379,3652
113150379,3653
113150379,3654
113150379,3655
113150379,3656
113150379,3657
113150379,3658
113150379,3659
113150379,3660
113150379,3661
113150379,3662
113150379,3663
113150379,3664
113150379,3665
113150379,3666
112179883,3667
112179883,3668
112179883,3669
112179883,3670
112179883,3671
112179883,3672
112179883,3673
112179883,3674
112179883,3677
112179883,3678
112179883,3679
112179883,3680
112179883,3681
112179883,3682
112179883,3683
112179883,3685
112179883,3686
112179883,3687
111669772,3744
111669772,3745
111669772,3746
111669772,3747
111669772,3748
111669772,3749
111669772,3750
111669772,3751
112093478,3770
112093478,3771
112093478,3772
113120950,3803
113120950,3804
112033875,3839
112033875,3840
112033875,3841
112033875,3842
112033875,3843
112033875,3844
112033875,3845
112033875,3846
112033875,3847
112033875,3848
112033875,3849
112033875,3850
112033875,3851
112033875,3852
112033875,3853
112033875,3854
112033875,3855
112033875,3856
112033875,3857
112033875,3858
112033875,3859
112033875,3860
112033875,3861
112033875,3862
112033875,3863
112033875,3864
113151490,3866
113151490,3867
113151490,3868
111669987,3890
111643701,3891
111643701,3892
111643701,3893
111643701,3894
111643701,3895
112110324,3937
112110324,3938
112110324,3939
112110324,3940
112110324,3941
112110324,3942
112110324,3943
112110324,3944
112110324,3945
112110324,3946
112110324,3947
112110324,3949
112110324,3950
112110324,3951
112110324,3952
112110324,3953
112110324,3954
112110324,3955
112110324,3956
112110324,3957
112110324,3958
112110324,3959
112110324,3960
112110324,3961
112110324,3962
112110324,3963
112110324,3964
112110324,3965
112110324,3966
112110324,3967
112110324,3968
112110324,3969
112110324,3970
112110324,3971
112110324,3972
112110324,3973
112110324,3974
112110324,3975
112110324,3976
112110324,3977
112110324,3978
112110324,3979
112110324,3980
112110324,3981
112110324,3982
112110324,3983
112110324,3984
112110324,3985
112110324,3986
112110324,3987
112110324,3988
111110323,3997
111110323,3998
111110323,3999
111110323,4000
111110323,4001
111110323,4002
111110323,4003
111110323,4004
111110323,4005
111110323,4006
111110323,4007
111110323,4008
111110323,4009
111110323,4010
111110323,4011
111110323,4013
111110323,4014
111110323,4015
111110323,4016
111110323,4017
111110323,4018
111110323,4019
111110323,4020
111110323,4021
111110323,4022
111110323,4023
111110323,4024
111110323,4025
111110323,4026
111110323,4027
111110323,4028
111110323,4029
111110323,4030
111110323,4031
111110323,4032
111110323,4033
111110323,4034
111110323,4035
111110323,4036
111110323,4037
111110323,4038
111110323,4039
111110323,4040
111110323,4041
111110323,4042
111110323,4043
111110323,4044
111110323,4045
111110323,4046
111110323,4047
111110323,4048
111110323,4049
111110323,4050
111110323,4051
111110323,4052
111110323,4053
111110323,4054
111110323,4055
111110323,4056
111110323,4057
111110323,4058
112181986,4081
112181986,4082
112181986,4083
112181986,4084
112181986,4085
112181986,4086
112181986,4087
112181986,4088
112181986,4089
112181986,4090
112181986,4091
112181986,4092
112181986,4093
112181986,4094
112181986,4095
112181986,4096
112181986,4097
112181986,4098
112181986,4099
112181986,4100
112181986,4101
112181986,4102
112181986,4103
112181986,4104
112181986,4105
112181986,4106
112181986,4107
112181986,4108
112181986,4109
112181986,4110
112181986,4111
114028031,4112
113116836,4187
113116836,4188
113116836,4189
113116836,4190
113116836,4191
113116836,4192
113116836,4193
113116836,4194
113116836,4195
113116836,4196
113116836,4197
113116836,4199
113116836,4200
113116836,4201
113116836,4202
113116836,4203
113116836,4204
113116836,4205
113116836,4206
113116836,4207
113116836,4208
113116836,4209
113116836,4210
113116836,4211
113116836,4212
113116836,4214
113116836,4215
113116836,4216
113059727,4230
113059727,4231
113059727,4232
111728011,4296
111728011,4297
111728011,4298
111728011,4299
111728011,4300
111728011,4301
111728011,4302
111728011,4303
111728011,4304
111728011,4305
111728011,4306
111728011,4307
111728011,4308
111728011,4309
111111715,4364
111669995,4371
111669995,4372
111669995,4373
111669995,4374
111669995,4375
111669995,4376
111669995,4377
111669995,4378
111669855,4395
111669855,4396
111669855,4398
112100122,4399
112100122,4401
112100122,4402
112100122,4403
112100122,4404
112100122,4405
112100122,4406
112100122,4407
112100122,4408
112100122,4409
112100122,4410
112100122,4411
112100122,4412
112100122,4413
112100122,4414
112100122,4415
112100122,4416
112100122,4417
112100122,4418
112100122,4419
112100122,4420
112100122,4421
112100122,4422
112100122,4423
112100122,4424
112100122,4425
112100122,4426
112100122,4427
112100122,4428
112100122,4429
112100122,4430
112100122,4431
111208039,4497
113026222,4506
113026222,4507
113026222,4508
113026222,4509
113026222,4510
113026222,4511
113026222,4512
113026222,4515
113026222,4516
113026222,4517
113026222,4518
113026222,4519
113026222,4520
113026222,4521
113026222,4522
113026222,4523
113026222,4524
111111900,4533
111111900,4534
111111900,4535
111111900,4536
111111900,4537
114023975,4540
114023975,4541
114023975,4542
114023975,4543
113070031,4581
111669970,4630
111669970,4631
111669970,4632
111669970,4633
111669970,4634
111669970,4635
111669970,4636
114004157,4640
114004157,4641
111110143,4721
111110143,4722
111110143,4723
111110143,4724
111110143,4725
111110143,4726
111110143,4727
111110143,4728
111110143,4729
111110143,4730
111110143,4731
111110143,4732
111110143,4733
111110143,4734
111110143,4735
111110143,4736
113144147,4740
113144147,4741
111643332,4742
111643332,4743
111643332,4744
111643332,4745
111643332,4746
111643332,4747
113024765,4823
111643336,4833
111643336,4834
111643336,4835
111643336,4836
111643336,4837
111643336,4838
111643336,4839
111727706,4840
111727706,4841
111727706,4842
111727706,4843
111727706,4844
111727706,4845
111727706,4847
111727706,4848
111727706,4849
111727706,4850
111727706,4851
111727706,4852
111727706,4853
111727706,4854
111727706,4855
111727706,4856
111110261,4909
111110261,4910
111110261,4911
111110261,4912
111110261,4913
111110261,4914
111110261,4915
111110261,4916
111110261,4917
111110261,4918
111110261,4919
111110261,4920
111110261,4921
111110261,4922
111110261,4923
111110261,4924
111110261,4925
111110261,4926
111110261,4927
111110261,4928
111110261,4929
111110261,4930
111110261,4931
111110261,4932
111110261,4933
111110261,4934
111110261,4935
111110261,4936
111110261,4937
111110261,4938
111110261,4939
111110261,4940
111110261,4941
111110261,4942
111110261,4943
112031674,5121
112031674,5122
112031674,5123
112031674,5124
112031674,5125
112031674,5126
112031674,5127
112031674,5128
112031674,5129
112031674,5130
112031674,5131
112031674,5132
112031674,5133
112031674,5134
112031674,5135
112031674,5136
112031674,5137
112031674,5138
112031674,5139
112031674,5140
112031674,5141
112031674,5142
112031674,5143
112031674,5144
112031674,5145
112031674,5146
112031674,5147
112031674,5148
112031674,5149
112031674,5150
112031674,5151
112031674,5152
112031674,5153
112031674,5154
111341916,5162
111341916,5163
111699531,5184
111699531,5185
111699531,5186
111699531,5187
111699531,5188
111699531,5189
111146699,5190
111146699,5191
111146699,5192
111146699,5193
111146699,5194
111146699,5195
111146699,5196
111146699,5197
111146699,5198
111146699,5199
111146699,5200
111146699,5201
111146699,5202
111146699,5203
111240729,5204
111240729,5205
111240729,5206
111240729,5207
111240729,5208
112050330,5243
112050330,5244
112050330,5245
111702833,5323
112140516,5339
112140516,5340
112140516,5341
112140516,5342
111110634,5343
111110634,5344
111110634,5345
111110634,5346
111110634,5347
111110634,5348
111110634,5349
111110634,5350
111110634,5351
111110634,5352
111110634,5353
111110634,5354
111110634,5355
111110634,5356
111110634,5357
111110634,5358
111110634,5359
111110634,5360
111110634,5361
111110634,5362
111110634,5363
111110634,5364
111110634,5365
111110634,5366
111110634,5367
111110634,5368
111110634,5369
111110634,5370
111110634,5371
111110634,5372
111110634,5373
111110634,5374
111110634,5375
111110634,5376
111110634,5377
111110634,5378
111110634,5379
111110634,5380
111110634,5381
111110634,5382
111110634,5383
111110634,5384
111110634,5385
111111683,5386
111111683,5387
111111683,5388
111111683,5389
111111683,5390
111111683,5391
111111683,5392
111111683,5393
111111683,5394
111111683,5395
111111683,5396
111111683,5397
111111683,5398
111111683,5399
111111683,5400
111111683,5401
111111683,5402
111111683,5403
111111683,5404
111111683,5405
111111683,5406
111111683,5407
111111683,5408
111111683,5409
111111683,5410
111111683,5411
111111683,5412
111111683,5413
111111683,5414
111111683,5415
112001853,5416
112001853,5417
112001853,5418
112001853,5419
112001853,5420
112001853,5421
112001853,5422
112001853,5423
112001853,5424
112001853,5425
112001853,5426
112001853,5427
112001853,5428
112001853,5429
112001853,5430
112001853,5431
112001853,5432
112001853,5433
112001853,5434
112001853,5435
112001853,5436
112001853,5437
112001853,5438
112001853,5439
112001853,5440
112001853,5441
112001853,5442
112001853,5443
112001853,5444
112001853,5445
112001853,5446
112001853,5447
112001853,5448
112001853,5449
112001853,5450
112001853,5451
112001853,5452
112001853,5453
112001853,5454
112001853,5455
112001853,5456
112001853,5457
112001853,5458
112001853,5459
114022280,5460
111116958,5494
111116958,5495
111116958,5496
111116958,5497
111116958,5498
111116958,5499
111116958,5500
111116958,5501
111116958,5502
111116958,5503
111116958,5504
111116958,5505
111116958,5506
111116958,5507
111116958,5508
111116958,5509
111116958,5510
111116958,5511
111110041,5512
111110041,5513
111110041,5514
111110041,5515
111110041,5516
111110041,5517
111110041,5518
111110041,5519
111110041,5520
111110041,5521
111110041,5522
111110041,5523
111110041,5524
111110041,5525
111110041,5526
111110041,5527
111110041,5528
111110041,5529
111110041,5530
111110041,5531
111110041,5532
111110041,5533
111110041,5534
111111926,5535
111111926,5536
111111926,5537
111111926,5538
111240873,5539
111240873,5540
111240873,5541
111240873,5542
111240873,5543
111240873,5544
111240873,5545
111240873,5546
111240873,5547
111240873,5548
111240873,5549
111240873,5550
111240873,5552
111240873,5553
111240873,5555
111240873,5556
111240873,5557
111240873,5558
111240873,5559
111240873,5560
111240873,5561
111240873,5562
111240873,5563
113118110,5564
113118110,5565
113118110,5566
113118110,5567
113118110,5568
113118110,5569
111669892,5570
111669892,5571
111669892,5572
111669892,5573
111669892,5574
111669892,5575
111669892,5576
111669892,5577
111669892,5578
111669892,5579
111669892,5580
111669892,5581
111669892,5582
111669892,5583
111669892,5584
111669892,5585
111669892,5586
111669892,5587
111669892,5588
111669892,5589
111669892,5590
111669892,5591
111669892,5592
111670030,5593
111670030,5594
111670030,5595
111670030,5597
111670030,5598
111670030,5599
111670030,5600
111670030,5601
114046497,5602
114046497,5604
114046497,5605
114046497,5606
114046497,5607
114046497,5608
114046497,5609
114046497,5610
114046497,5611
114046497,5612
114046497,5613
114046497,5614
114046497,5615
112145571,5650
112145571,5651
112145571,5653
112145571,5654
112145571,5655
112145571,5656
112145571,5657
112145571,5658
112145571,5659
112145571,5661
112145571,5662
112145571,5663
112145571,5664
112145571,5665
112145571,5666
112145571,5667
112145571,5668
112145571,5669
112145571,5670
112145571,5671
112145571,5672
111110005,5675
111110005,5676
111110005,5677
111110005,5678
111110005,5679
111110005,5680
111110005,5681
111110005,5682
111110005,5683
111110005,5684
111110005,5685
111110005,5686
111110005,5687
111110005,5688
111110005,5689
111110005,5690
111110005,5691
111110005,5692
111110005,5693
111110005,5694
111110005,5695
111110005,5696
111110005,5697
111110005,5698
111110005,5699
111110005,5700
111110005,5701
111110005,5702
111110005,5703
111110005,5704
111110005,5705
111110005,5706
111110005,5707
111110005,5708
111110005,5709
111110005,5710
111110005,5711
111110005,5712
111110005,5713
111110005,5714
111110005,5715
111110005,5716
111110005,5717
111110005,5718
111110005,5719
111110005,5720
111110005,5721
111110005,5722
111110005,5723
111110005,5724
111110005,5725
111110005,5726
111110005,5727
111110005,5728
111110005,5729
111110005,5730
111110005,5731
111110005,5732
111110005,5733
111110005,5734
111110005,5735
111110005,5736
111110005,5737
111110005,5738
111110005,5739
111110005,5740
111319147,5747
111319147,5748
111319147,5749
111319147,5750
111319147,5751
111319147,5752
111319147,5753
111319147,5754
111319147,5755
111319147,5756
111319147,5757
111319147,5758
114026821,5759
114026821,5760
114026821,5761
114026821,5762
114026821,5763
114026821,5764
114026821,5765
114026821,5767
114026821,5768
112207077,5828
112207077,5829
112207077,5830
111110020,5831
111110020,5832
111110020,5833
111110020,5834
111110020,5835
111110020,5836
111110020,5838
111110020,5839
111110020,5840
111110020,5841
113122305,5929
113122305,5930
113122305,5931
113122305,5932
111643735,5933
112104411,5992
112104411,5993
112104411,5994
112104411,5995
112104411,5996
112104411,5997
112104411,5998
112104411,5999
112104411,6000
112104411,6001
112104411,6002
112104411,6003
112104411,6004
112104411,6005
112104411,6008
112104411,6009
112104411,6010
112104411,6011
112104411,6012
112104411,6013
112104411,6015
112104411,6016
112104411,6017
112104411,6018
112104411,6019
112104411,6020
112104411,6021
112104411,6022
112104411,6023
112104411,6024
112104411,6025
112104411,6026
112104411,6027
112104411,6028
112104411,6029
112104411,6030
112104411,6031
112179795,6032
112179795,6033
113153909,6077
113153909,6078
111641510,6092
111641510,6093
111641510,6094
114002217,6123
114002217,6124
114002217,6125
114002217,6126
114002217,6127
114002217,6128
114002217,6129
114002217,6132
113168274,6135
113168274,6136
113168274,6137
113168274,6138
113168274,6139
113168274,6140
113168274,6141
113168274,6142
113168274,6144
113168274,6145
113168274,6146
113168274,6147
113168274,6149
113168274,6150
113168274,6151
113168274,6152
113168274,6153
113168274,6155
113168274,6156
113168274,6157
113168274,6158
113168274,6159
113168274,6160
113168274,6162
113168274,6163
113168274,6164
113168274,6165
113168274,6166
113168274,6167
113168274,6168
113168274,6169
113168274,6170
113168274,6171
113168274,6172
113168274,6173
113168274,6174
113168274,6175
113168274,6176
113168274,6177
113168274,6178
112088454,6226
112088454,6227
112088454,6228
112088454,6229
113144224,6238
113144224,6239
113144224,6240
113144224,6241
113144224,6242
113144224,6243
111110252,6259
111110252,6260
111110252,6261
111110252,6262
111110252,6263
111110252,6264
111110252,6265
111110252,6266
111110252,6267
111110252,6268
111110252,6269
111110252,6270
111110252,6271
111110252,6272
111110252,6273
111110252,6274
111110252,6275
111110252,6276
111110252,6277
111110252,6278
111110252,6279
111110252,6280
111110252,6281
111110252,6282
111110252,6283
111110252,6284
111110252,6285
111110252,6286
111110252,6287
111110252,6288
111110252,6289
111110252,6290
111110252,6291
111110252,6292
111110252,6293
111110252,6294
111110252,6295
111110252,6297
111110252,6298
111110252,6299
111110252,6300
111110252,6301
111110252,6302
111110252,6303
111110252,6304
111110252,6305
111110252,6306
111110252,6307
111110252,6308
111110252,6309
111110252,6310
111110252,6311
111110252,6312
111110252,6313
111670037,6314
111670037,6315
111670037,6316
111670037,6317
111670037,6318
111670037,6319
111670037,6320
111670037,6321
111670037,6322
111670037,6323
113118296,6325
113118296,6326
113118296,6327
113118296,6330
113118296,6331
113118296,6332
113118296,6333
112139145,6389
112139145,6390
112139145,6391
112139145,6393
112139145,6394
112139145,6395
112139145,6396
112139145,6397
112139145,6398
112139145,6399
112139145,6400
112139145,6401
112139145,6402
112139145,6403
112139145,6404
112139145,6405
112139145,6406
112139145,6407
112139145,6408
112139145,6409
112139145,6410
112139145,6411
112103309,6412
